ContractReference	EYAtBSD	AmortizedAPAtBSD	UnamortizedAPAtBSD	AdditionalPaymentID	AsOfAmortizationAdjustment	AsOfAmortizationAdjustmentDate	IASError	ImpairmentEffectiveDate	ImpairmentBucket	ImpairmentApproach	12mEL	LifetimeEL	LossAllowance
)TCUDC0I_BINTG_00001_I65346	7.508305623308748	6.097989598894856	1682.488912530545300	)TCUDCCL				<EMPTY>					
)TCUDBSZ_BINTG_00001_I65346	7.508305623308748	6.107944956771462	1682.444699789117300	)TCUDBWY				<EMPTY>					
*7CTYJ8Z_BINTG_00001_I65346	6.427654699190548	-57.157531199900404	15111.150912124514000	*7CTYJVG				<EMPTY>					
*7CTYJ8Z_BINTG_LOCOM_I65346	5.022079513973242	-183.545599034780030	5968.468402313737900	*7CTYJXG				<EMPTY>					
*7CTYKQR_BINTG_00001_I65346	7.124106633579003	81.172062205238035	4281.089011689648000	*7CTYNOX				<EMPTY>					
*7CTYJBR_BINTG_LOCOM_I65346	11.626659465860001	118.957939220519620	608.538704756792870	*7CTYJYO				<EMPTY>					
*7CTYJD5_BINTG_00001_I65346	8.193498183015153	-103.401983481722710	-625.713979006410230	*7CTYK0V				<EMPTY>					
*7CTYLMZ_BINTG_00001_I65346	7.421062811198917	52.364138529810589	-13099.330681731837000	*7CTYO04				<EMPTY>					
*7CTYJEJ_BINTG_00001_I65346	8.102775243544938	227.736065405595580	-8089.552269939245900	*7CTYNWG				<EMPTY>					
*7CTYLZ4_BINTG_00001_I65346	11.363647354735825	105.278637507843090	4146.227742828428700	*7CTYO4N				<EMPTY>					
*7CTYM8W_BINTG_00001_I65346	7.231672989346656	-235.750502877868710	14592.782169143669000	*7CTYNC8				<EMPTY>					
*7CTYJHB_BINTG_00001_I65346	7.920124157911841	-130.812330080196260	17552.115394780412000	*7CTYN8C				<EMPTY>					
*7CTYJHB_BINTG_00001_I65346	7.003476468540122	-270.705765035003420	13607.278694655746000	*7CTYK1O				<EMPTY>					
*7CTYM8W_BINTG_00002_I65346	7.231673270348284	-157.166972621344030	9728.518920094240500	*7CTYNC7				<EMPTY>					
*7CTYJHB_BINTG_00002_I65346	7.920124440834014	-87.208190714474767	11701.407737370580000	*7CTYN8B				<EMPTY>					
*7CTYJHB_BINTG_00002_I65346	8.440291842471476	-34.691503628157079	13182.931247583590000	*7CTYK2Z				<EMPTY>					
*7CTYMMB_BINTG_00001_I65346	6.046696853315550	-58.624165855606407	-290.976278670401370	*7CTYNFZ				<EMPTY>					
*7CTYMMB_BINTG_00001_I65346	6.895973083352530	61.984935621472687	312.691352961315720	*7CTYNKX				<EMPTY>					
*7CTYMMB_BINTG_00003_I65346	6.046696854135919	-47.965228559449315	-238.071501712314780	*7CTYNFY				<EMPTY>					
*7CTYMMB_BINTG_00003_I65346	6.895973083352530	50.714945003390312	255.838378035463390	*7CTYNKW				<EMPTY>					
+#CHBEC3_BINTG_00001_I65346	12.663105164014762	27.676675986032933	1287.944664261536700	+#CHBEOC				<EMPTY>					
+#CHBEC3_BINTG_00001_I65346		-136.873802354093640	-106569.942513003250000	+#CHBEFB			<20150812>:SimpleEY@OD: Unable to compute IRR	<EMPTY>					
+#CHBEC3_BINTG_00003_I65346	12.663105164014762	18.451117324060760	858.629776174260770	+#CHBEOB				<EMPTY>					
.UCUDHYE_BINTG_00001_I65346	5.510319222683393	5.633869996219346	1683.332657214779800	.UCUDICS				<EMPTY>					
.UCUDHP6_BINTG_00001_I65346	5.510319222683393	5.623873914284104	1683.335984652805600	.UCUDHTT				<EMPTY>					
.UCUDIDC_BINTG_00001_I65346	7.553677639248341	5.830947386626576	1684.634018944367200	.UCUDIPX				<EMPTY>					
0PCTTK3Z_BINTG_00001_I65346	10.712571220035457	66.420497052688006	-0.000004127273314	0PCTTKHV				<EMPTY>					
0PCTTJXR_BINTG_00001_I65346	1521.727586098956000	-79.254118598907098	0.000001997712843	0PCTTKNM			<20150812>:PureEY@OD: Unable to compute IRR	<EMPTY>					
0PCTTJXR_BINTG_00001_I65346		-27.397260273972279	2465.753424657533300	0PCTTK0G			<20150812>:PureEY@OD: Unable to compute IRR	<EMPTY>					
0PCTTK3Z_BINTG_LOCOM_I65346	10.712571234341898	44.280333369243863	-0.000002751534339	0PCTTKHW				<EMPTY>					
0PCTTJXR_BINTG_LOCOM_I65346	1521.727610656427300	-52.829412318346158	-0.000007957167554	0PCTTKNN			<20150812>:PureEY@OD: Unable to compute IRR	<EMPTY>					
4DCHFI86_BINTG_00001_I65346				4DCHFIUV			Matured Product	<EMPTY>					
4DCHFI86_BINTG_00001_I65346				4DCHFIZX			Matured Product	<EMPTY>					
4DCHFI86_BINTG_00001_I65346				4DCHFIN7			Matured Product	<EMPTY>					
4DCHFI86_BINTG_00003_I65346				4DCHFIUW			Matured Product	<EMPTY>					
4DCHFI86_BINTG_00003_I65346				4DCHFIZY			Matured Product	<EMPTY>					
16CSSISP_BINTG_00001_I65346	7.178430450860714	-39.541906443017069	-7061.160287801249100	16CSSJ6I				<EMPTY>					
6$CSISFF_BINTG_00001_I65346	7.398113477097827	13.897990257886704	7403.469497485333700	16CSSIRQ				<EMPTY>					
6$CSIX1Y_BINTG_00001_I65346	6.576762298945188	83.909957351090270	943.188715266209330	6$CSIXGO				<EMPTY>					
6$CSIX3C_BINTG_00001_I65346	8.950638826327630	85.185906292274012	973.640265326277590	6$CSIYKV				<EMPTY>					
6$CSJ1C9_BINTG_00001_I65346	6.738200530000449	83.987692698909086	945.012651575583730	6$CSJ1QQ				<EMPTY>					
6$CSJ27H_BINTG_00001_I65346	19.639336343029363	-73.511475091348984	-647.462804577502540	6$CSJ2L9				<EMPTY>					
6$CSIX64_BINTG_00001_I65346	20.373903265224236	94.847741809193394	1215.774454981830800	6$CSJ2PX				<EMPTY>					
6$CSIX7I_BINTG_00001_I65346	6.151403083011293	-49.979801866151320	-539.269755961373450	6$CSJ1BF				<EMPTY>					
6$CSIX7I_BINTG_00003_I65346	6.151403083011293	-33.316528041958918	-359.519837307892890	6$CSJ1BE				<EMPTY>					
6$CSJ1RD_BINTG_00001_I65346	9.104380205253621	72.486427864881989	829.492533659562470	6$CSJ26R				<EMPTY>					
6$CSJ1RD_BINTG_00003_I65346	9.104380203082707	12.791739309551303	146.381038391031320	6$CSJ26Q				<EMPTY>					
8-CQD5IA_BINTG_00001_I65346	5.601201286803363	-170.617985609991590	31407.003284605293000	8-CQD5ZG				<EMPTY>					
8-CQD5JX_BINTG_00001_I65346	7.822586783857316	712.422650054621040	-93717.092208444403000	8-CQD5ZJ				<EMPTY>					
8-CQD8CW_BINTG_00001_I65346	5.904510242489010	-132.581513227894900	26517.579404899850000	8-CQD8WA				<EMPTY>					
8-CQD8CW_BINTG_00001_I65346	5.368105739329802	-271.586759207770230	23300.061901805922000	8-CQD8ZT				<EMPTY>					
8-CQD5QH_BINTG_00001_I65346	5.415015755735478	-182.146487174031790	15667.949391449727000	8-CQD9HK				<EMPTY>					
8-CQD5QH_BINTG_00001_I65346	5.951702707388776	-89.469408147444483	17813.080729609428000	8-CQD9MG				<EMPTY>					
8-CQD5QH_BINTG_00003_I65346	5.415016163482506	-91.068208274413337	7833.975472156033000	8-CQD9HJ				<EMPTY>					
8-CQD5QH_BINTG_00003_I65346	5.951702310219639	-44.729738260601152	8906.539535644855300	8-CQD9MF				<EMPTY>					
84CUDT57_BINTG_00001_I65346	6.547664833069023	5.648294748840272	1730.400387576088200	84CUDTJ2				<EMPTY>					
84CUDSX0_BINTG_00001_I65346	6.547664833069023	5.658245244281716	1730.316465126588800	84CUDT1D				<EMPTY>					
8YCXTJNO_BINTG_00001_I65346	6.407659784638114	10.560659534483420	7777.004411503152400	8YCXTK0N				<EMPTY>					
OUCXWZUJ_BINTG_00001_I65346	10.908646002004811	1.289926661513235	479.452102704699370	OUCXX07N				<EMPTY>					
RXCY8J7N_BINTG_00001_I65346	9.230145721555232	123.478090810104730	49550.706540746694000	RXCY8JKS				<EMPTY>					
8YCXTJ7Z_BINTG_00001_I65346	7.178710738913116	-174.945646910371580	7486.776702459530500	8YCXTJMZ				<EMPTY>					
8YCXTJ7Z_BINTG_00001_I65346	7.174935036602191	-176.692558506878410	6502.976697845013400	8YCXTJEQ				<EMPTY>					
97CUC5M6_BINTG_00001_I65346	6.778788112942290	104.002803962155670	2695.821902856827400	97CUC5ZF				<EMPTY>					
97CUC4XW_BINTG_00001_I65346	6.778788112942290	104.012759934588760	2695.817479469478700	97CUC52S				<EMPTY>					
97CUC58T_BINTG_00001_I65346	6.913748125332591	-110.065502675772220	-2653.316018228753800	97CUC5LM				<EMPTY>					
97CUC4Z1_BINTG_00001_I65346	6.913748125332591	-110.055547550842680	-2653.320439870804000	97CUC584				<EMPTY>					
97CUC4Z1_BINTG_00001_I65346	7.752355939743433	103.214846457764000	2704.156241646647700	97CUC65A				<EMPTY>					
98CNSV2G_BINTG_00001_I65346	8.590161082750479	9.627074480209558	8057.155656020564500	98CNSVNN				<EMPTY>					
98CNSV43_BINTG_00001_I65346	1.369827136527200	96.454596408904763	-2849.828663813619600	R#CY8ZLK				<EMPTY>					
98CNSV43_BINTG_00001_I65346	1.122408317505077	29.574154331610771	-13879.598071141838000	98CNSVNQ				<EMPTY>					
98CNSV5Q_BINTG_00001_I65346	7.246477523143732	-491.132179828808150	54285.211359759720000	98CNSXNI				<EMPTY>					
98CNSV7D_BINTG_00001_I65346	7.287292153911332	49.917306666000513	3643.492712499180900	98CNSYAI				<EMPTY>					
98CNSV90_BINTG_00001_I65346	9.112201303197979	10.288642366005661	8033.494375845195500	98CNSVNZ				<EMPTY>					
98CNSVAN_BINTG_00001_I65346	8.662233196937624	-28.989763962104917	-6376.388686489313800	98CNSZBX				<EMPTY>					
98CNSVHK_BINTG_00001_I65346	4.184472578985748	1.016968733310932	-8207.582921852706900	98CNSVO5				<EMPTY>					
98CNSVKA_BINTG_00001_I65346				98CNT09A			No lines in the facility	<EMPTY>					
98CNSVYO_BINTG_00001_I65346	9.088572618239974	41.920615287614055	9572.364634017692900	98CNT0DF				<EMPTY>					
98CNSW0B_BINTG_00001_I65346	11.368548996601788	797.948287726729180	-104955.553907594290000	98CNT0RI				<EMPTY>					
98CNSW1Y_BINTG_00001_I65346	8.859172666249393	31.989377083627915	5519.872173773052100	98CNSWIZ				<EMPTY>					
98CNSW3L_BINTG_00001_I65346	11.842143997059482	-1196.836854349996400	140427.131359020480000	98CNSWJ2				<EMPTY>					
98CNSW58_BINTG_00001_I65346	3.542952703581388	-689.156537613573160	91994.896401441467000	98CNT2FM				<EMPTY>					
98CNSW6V_BINTG_00001_I65346	8.835016149912967	28.291746638715267	6613.908285070181600	98CNSWJ8				<EMPTY>					
98CNSW8I_BINTG_00001_I65346	8.606760837688013	-15.134839647485933	-8112.384062748402400	98CNT38C				<EMPTY>					
98CNSWA5_BINTG_00001_I65346	9.518369467460472	-14.967818700970383	-7632.423465217274500	98CNSWJE				<EMPTY>					
9ACNSAIY_BINTG_00001_I65346	5.619509052351694	-162.918702885581300	31771.203747768028000	9ACNSJZ4				<EMPTY>					
9ACNSAKL_BINTG_00001_I65346	0.965814329905863	-13.251302507444052	-8162.623936331569000	9ACNSJZ8				<EMPTY>					
9ACNSAM8_BINTG_00001_I65346	6.657106360037657	70.930264301151510	1399.023866410255300	9ACNSLIX				<EMPTY>					
9ACNSANV_BINTG_00001_I65346	10.911126097756014	-69.585121899915976	-1168.161851933226000	9ACNSM4T				<EMPTY>					
9ACNSAPI_BINTG_00001_I65346	6.636004529682793	64.877500465958292	1291.721855263636800	9ACNSMJQ				<EMPTY>					
9ACNSAPI_BINTG_00001_I65346	6.123166429567125	-67.020686903149908	-1222.863707729204200	9ACNSMN0				<EMPTY>					
9ACNSAR5_BINTG_00001_I65346				9ACNSN65			No lines in the facility	<EMPTY>					
9ACNSAR5_BINTG_00001_I65346				9ACNSNAF			No lines in the facility	<EMPTY>					
9ACNSR48_BINTG_00001_I65346	4.411018412143535	90706.520012333989000	-76644.520012333989000	9ACNSUFI				<EMPTY>					
9ACNSVC9_BINTG_00001_I65346	7.279511406207183	28.842006109131034	9482.470072376716400	)BCQ80VD				<EMPTY>					
9ACNSR5V_BINTG_00001_I65346	7.167152321759011	2.555998784897383	-7069.786877867591100	)BCQ811F				<EMPTY>					
9ACNSR5V_BINTG_00001_I65346	7.167099108600425	2.543521938321646	-7077.636739165347500	9ACNSUFL				<EMPTY>					
9ACNSR7I_BINTG_00001_I65346	11.290012176442895	63.232380215747980	1365.581898984688500	9ACNSVUE				<EMPTY>					
9ACNSR7I_BINTG_00001_I65346	11.289457967836798	63.096295212133555	1362.981049108508200	9ACNSUFO				<EMPTY>					
9ACNSR95_BINTG_00001_I65346	13.318768238885232	-250.478050060495660	-4505.377329664454000	9ACNSWAR				<EMPTY>					
9ACNSR95_BINTG_00001_I65346	13.619381450101093	-178.055372415035890	-3536.963205423355200	9ACNSUFR				<EMPTY>					
9ACNSRAS_BINTG_00001_I65346	7.592106688463401	64.622721667808946	1304.456520948486300	9ACNSWVC				<EMPTY>					
9ACNSRCF_BINTG_00001_I65346	6.215283764768220	-68.733815732673065	-1253.989544337018700	9ACNSX8Z				<EMPTY>					
=DCSU4SN_BINTG_00001_I65346				=DCSU5K8			Matured product	<EMPTY>					
=DCSU4SN_BINTG_00001_I65346				=DCSU4WC			No lines in the facility	<EMPTY>					
$NCSUAL4_BINTG_00001_I65346	8.551771115549771	-31.069081687628568	-7382.376468940899900	$NCSUAWY				<EMPTY>					
=DCSU9I7_BINTG_00001_I65346	8.776848127327247	22.434062826187073	7316.749861855729300	$NCSUB1R				<EMPTY>					
BUCW4FC6_BINTG_00001_I65346	9.474267725563841	4.376596389338374	10381.148054851219000	BUCW4FQG				<EMPTY>					
BUCW4F4O_BINTG_00001_I65346	9.474267725563841	4.376596389338374	10381.148053346202000	BUCW4F64				<EMPTY>					
BUCW4FXT_BINTG_00001_I65346	3.081882349102763	27.064479932710583	8842.423522143843000	BUCW4GD2				<EMPTY>					
BUCW4FS5_BINTG_00001_I65346	3.081882349102763	27.054521058392766	8842.427941734538800	BUCW4FVV				<EMPTY>					
FACI3EO3_BINTG_00001_I65346	8.848400545157594	10.469400569796562	8322.066481242887700	F!CI3JNX				<EMPTY>					
FACI3EP6_BINTG_00001_I65346	9.470284645345494	-292.851892589664200	32344.118445495216000	FCCIRE0X				<EMPTY>					
FCCIRENH_BINTG_00001_I65346	6.366943268875384	7.039980738722079	3688.991964537501200	6CCSDMI3				<EMPTY>					
FACI3EQ9_BINTG_00001_I65346	6.402127586929905	13.603933332786255	7834.985861543416800	FCCIREMM				<EMPTY>					
FACI3ERW_BINTG_00001_I65346	7.171785659985297	-12.138273752294481	-6596.780192198679300	FCCIRF4O				<EMPTY>					
FACI3ERW_BINTG_00001_I65346	7.300518540521440	11.366757308132946	8289.818516404851800	FCCIRFA7				<EMPTY>					
FCCIRFQX_BINTG_00001_I65346	8.722010341326191	-12.273198393137136	-6657.714539763703200	FCCIRG8S				<EMPTY>					
FCCIRFQX_BINTG_00001_I65346	8.722010341326191	-12.273198393137136	-6657.714539763703200	FCCIRGD8				<EMPTY>					
FCCIRFQX_BINTG_00001_I65346	8.806836166070069	4.527332467063388	4106.404775596038200	66CSF6UQ				<EMPTY>					
FACI3ESZ_BINTG_00001_I65346	8.839666452252430	11.014881516843161	8265.586796470732200	F!CI3JO9				<EMPTY>					
FACI3EU2_BINTG_00001_I65346				F!CI3JOC			No lines in the facility	<EMPTY>					
R+CYA7Z6_BINTG_00001_I65346	9.075890331187274	46.017429816871754	9862.796075078586000	R+CYA8KI				<EMPTY>					
R+CYA8L2_BINTG_00001_I65346	8.890068786550435	22.687779897227756	9893.816193396152800	R+CYA8ZZ				<EMPTY>					
GVCWFS7U_BINTG_00001_I65346	8.042415250454102	-57.158149933371533	5904.969248964385800	+6CWHFIK				<EMPTY>					
GVCWFS7U_BINTG_00001_I65346	7.987790565420369	-70.706635629687298	-12061.029693362827000	GVCWFSCJ				<EMPTY>					
GVCWFS8Z_BINTG_00001_I65346	1.340300757462521	-4.071546043416021	-1381.869806736506900	+6CWHFN3				<EMPTY>					
GVCWFS8Z_BINTG_00001_I65346	14.412837331155989	25.779639078914187	9238.954871223699200	GVCWFSCM				<EMPTY>					
K(CU9ROP_BINTG_00001_I65346				K(CU9RS4			No lines in the facility	<EMPTY>					
P7CWSOW2_BINTG_00001_I65346	3.996218043170480	-13.162459789862623	-9696.942171760427300	P7CWSP8A				<EMPTY>					
PDCWSJAT_BINTG_00001_I65346	3.996218043170480	-13.162459789862623	-9696.942168174558900	P7CWSMFQ				<EMPTY>					
PDCWSJC7_BINTG_00001_I65346	14.998387013787932	12.010426197293611	9726.891607843810600	P7CWSOI7				<EMPTY>					
PDCWSJC7_BINTG_00001_I65346	3.185903835279195	-13.276234724117046	-9694.666886112370800	PDCWSL8J				<EMPTY>					
QECWC6RO_BINTG_00001_I65346	9.416107446252823	73.939069022349940	7633.965953836423100	QECWC7HY				<EMPTY>					
QECWC6T2_BINTG_00001_I65346	6.231179780802520	-262.396182119064180	-369.458222464583740	QECWC7I1				<EMPTY>					
QECWC6UG_BINTG_00001_I65346	9.159602571703518	61.149314309619513	7699.177487873397700	QECWE3T1				<EMPTY>					
QECWC6VU_BINTG_00001_I65346	19.270706206361947	-74.559637267478138	-7656.768666387262800	QECWE47C				<EMPTY>					
QECWC6X8_BINTG_00001_I65346	0.617408777420106	-26.418698132820282	-2308.378269237075100	QECWE4LE				<EMPTY>					
QECWC6X8_BINTG_00003_I65346	0.617408777420106	-39.643045007716864	-3462.557406047359100	QECWE4LD				<EMPTY>					
QECWC6YV_BINTG_00001_I65346	8.361146162911135	-32.450022146366337	-3551.615211464803900	QECWE54D				<EMPTY>					
QECWC6YV_BINTG_00001_I65346	9.222888349111317	60.527551456093988	7507.906777089121500	QECWC8DL				<EMPTY>					
QECWC6YV_BINTG_00003_I65346	8.361145909365149	-26.551860402338207	-2905.861604361329200	QECWE54E				<EMPTY>					
RXCY8M6J_BINTG_00001_I65346	8.837714136045991	23.533811546415109	9930.065415557401100	R+CYA4YJ				<EMPTY>					
RXCY8M6J_BINTG_00001_I65346	8.837714136045991	23.533811546415109	9930.065415557401100	RXCY8O9B				<EMPTY>					
RXCY8M7X_BINTG_00001_I65346	8.017247929121249	-45.973448129761891	-8861.666517968289600	R+CYA525				<EMPTY>					
RXCY8M7X_BINTG_00001_I65346	7.950448359294247	-50.868806515745746	-9846.986759451683600	RXCY8O9F				<EMPTY>					
R+CYA6FP_BINTG_00001_I65346	8.978157173572722	18.525941480193296	7945.003741409593200	R+CYA6TG				<EMPTY>					
RXCY8M9B_BINTG_00001_I65346	9.042863721500655	23.746807303987453	9929.374801220335900	R+CYA56I				<EMPTY>					
RXCY8M9B_BINTG_00001_I65346	9.075245657351374	26.351099669244149	10921.565798073505000	RXCY8O9I				<EMPTY>					
R+CYA6U3_BINTG_00001_I65346	10.715441625046791	-54.129128193482757	-8836.560045243240900	R+CYA76H				<EMPTY>					
RXCY8MAP_BINTG_00001_I65346	10.715441625046791	-54.129128193482757	-8836.560045243240900	R+CYA5A4				<EMPTY>					
RXCY8MAP_BINTG_00001_I65346	10.595107243813713	-66.753471832722425	-11798.708689204417000	RXCY8O9L				<EMPTY>					
RXCY8MC3_BINTG_00001_I65346	11.569989142644612	22.524621099233627	9933.233572303317500	R+CYA5EH				<EMPTY>					
RXCY8MDQ_BINTG_00001_I65346	0.646805439174380	-37.795965514685946	-7386.618594085797700	R+CYA5JT				<EMPTY>					
RXCY8MDQ_BINTG_00001_I65346	1.517988923021472	50.219067868236465	9849.351906252093600	RXCY8O9U				<EMPTY>					
SYCT8RKO_BINTG_00001_I65346	5.941214743287492	-83.418632485047056	-2012.160853331834000	SYCT8T8U				<EMPTY>					
SYCT8TZ1_BINTG_00001_I65346	8.299128599647679	-85.637454659343348	-2000.721136532052700	SYCT8VP7				<EMPTY>					
SYCT8WOO_BINTG_00001_I65346	6.636169333511297	78.568271344602181	2055.971035236418200	SYCT8X25				<EMPTY>					
SYCT8RNG_BINTG_00001_I65346	1.316940225027030	80.673470662459749	2020.447349701598300	SYCT8VTS				<EMPTY>					
SYCT8UJ2_BINTG_00001_I65346	16.893015832147150	-155.352083024161400	-681.624839119016540	SYCT8W0P				<EMPTY>					
SYCT8ROU_BINTG_00001_I65346	16.893015832147150	-155.352083024161400	-681.624839119016540	SYCT8VX4				<EMPTY>					
SYCT8RQ8_BINTG_00001_I65346	6.899324747410543	63.957822339683844	3576.416330078542200	SYCT8T7W				<EMPTY>					
SYCT8V6Z_BINTG_00001_I65346	10.911117511788850	-47.481874534785675	-2283.603460034430100	SYCT8WNL				<EMPTY>					
SYCT8W1I_BINTG_00001_I65346	6.684594151316054	33.611543938927753	3045.512828659862000	SYCT8WJR				<EMPTY>					
SYCT8V6Z_BINTG_00003_I65346	10.866289958736514	-25.193820879328996	-1232.934089074842600	SYCT8WNM				<EMPTY>					
SYCT8W1I_BINTG_00003_I65346	6.720376942029571	18.229310943204837	1638.740170444436400	SYCT8WJS				<EMPTY>					
SYCT905O_BINTG_00001_I65346				SYCT95Q0			No lines in the facility	<EMPTY>					
SYCT98CN_BINTG_00001_I65346	9.442592623750450	-431.400184495229040	32835.399639589712000	SYCT98R8				<EMPTY>					
SYCT9072_BINTG_00001_I65346	10.129708688969895	-259.947503637376940	36284.778551578522000	SYCT98BU				<EMPTY>					
SYCT98RV_BINTG_00001_I65346	17.839488643533777	62.879618563878466	2233.325611649153900	SYCT995N				<EMPTY>					
SYCT996A_BINTG_00001_I65346	15.502783213821441	67.292899687661702	2191.725237460734200	SYCT99JB				<EMPTY>					
SYCT909U_BINTG_00001_I65346	5.087139837943806	-50.192906505502833	-1218.454353005625300	SYCT99Y3				<EMPTY>					
SYCT909U_BINTG_00003_I65346	5.087139838749409	-33.455293990411064	-812.302898867446860	SYCT99Y2				<EMPTY>					
SYCT99YX_BINTG_00001_I65346	6.152408046727147	-50.737226435840057	-1216.120946674607700	SYCT9ACV				<EMPTY>					
SYCT9AUQ_BINTG_00001_I65346	5.401101953339546	-169.284085328616130	10343.214426378720000	SYCT9BBB				<EMPTY>					
SYCT99YX_BINTG_00003_I65346	6.152408047549166	-33.824789789151509	-810.747309262007550	SYCT9ACU				<EMPTY>					
SYCT9AUQ_BINTG_00003_I65346	5.401103260541031	-112.849254894647860	6895.476262717432300	SYCT9BBA				<EMPTY>					
SYCT96BK_BINTG_00001_I65346	6.205930112124669	-50.767350496798826	-1215.985309196636100	SYCT972P				<EMPTY>					
SYCT95AW_BINTG_00001_I65346	6.953281228174084	63.720113335102724	3640.834652069024700	SYCT95PL				<EMPTY>					
SYCT96BK_BINTG_MTMS_I65346	6.205930112947504	-33.844913965836440	-810.656856953557510	SYCT972Q				<EMPTY>					
SYCT95AW_BINTG_MTMS_I65346	6.524016352871883	-1.188654115703230	8.515712778624220	SYCT95PO				<EMPTY>					
SYCTAIS8_BINTG_00001_I65346	6.619306140024504	9.962011987678807	581.259107506088870	SYCTAJC4				<EMPTY>					
SYCTAHO2_BINTG_00001_I65346	6.619260972029870	9.960172458654370	581.156104435166300	SYCTAS98				<EMPTY>					
SYCTAHO2_BINTG_00001_I65346	7.981986087709853	65.006566078504648	3633.253697820659900	SYCTAHXJ				<EMPTY>					
SYCTAIS8_BINTG_00002_I65346	6.619306140024504	12.452505344655265	726.573941322788760	SYCTAJC3				<EMPTY>					
SYCTAHO2_BINTG_00002_I65346	6.619260973688387	12.450205580694501	726.447667877935030	SYCTAS97				<EMPTY>					
SYCTAHO2_BINTG_00002_I65346	7.655309035810277	64.866967054447059	3632.063626424223000	SYCTAHZY				<EMPTY>					
SYCTAIS8_BINTG_HDSEL_I65346	6.619306140024504	11.207258666167036	653.916524414438750	SYCTAJC5				<EMPTY>					
